"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","miR"
"let-7e-5p",0.0823218351311502,12.1284307921068,0.279267109281179,0.597181982018259,0.946399127212327,0.118752989206691,"N.S.","let-7e-5p"
"miR-335-3p",-0.082805190616694,9.17796130638672,0.275994487945664,0.599338671019025,0.946541763195564,-0.119450251466045,"N.S.","miR-335-3p"
"miR-337-5p",-0.0811851248283102,10.264350065562,0.269458673831156,0.603695129751236,0.947120555797724,-0.117113232924421,"N.S.","miR-337-5p"
"miR-6540-5p",-0.0825437563826496,8.22437586820538,0.269241472885895,0.603841053041344,0.947120555797724,-0.119073120699654,"N.S.","miR-6540-5p"
"miR-541-5p",-0.0792929433970346,13.0627533338679,0.258821566389869,0.61093091266715,0.947543431088101,-0.114383675198607,"N.S.","miR-541-5p"
"miR-34c-5p",-0.0812033209435945,8.00238410490663,0.257905458395346,0.611562798224159,0.947543431088101,-0.117139481647843,"N.S.","miR-34c-5p"
"miR-7a-1-3p",0.15681304117133,2.4381065904821,0.253642272395,0.614522038096636,0.947543431088101,0.226209939999755,"N.S.","miR-7a-1-3p"
"miR-148b-3p",-0.0775292544609079,9.12669926027533,0.242732779737079,0.62223928711575,0.947543431088101,-0.111839473737814,"N.S.","miR-148b-3p"
"miR-384-5p",0.0831835523835182,6.05031582554321,0.234134682721273,0.628474827883643,0.947543431088101,0.119996055513542,"N.S.","miR-384-5p"
"miR-136-5p",0.0779987237710904,7.41956663286514,0.231454620540033,0.63044734068859,0.947543431088101,0.112516704557999,"N.S.","miR-136-5p"
"miR-532-5p",-0.0754670102815495,9.50641497226639,0.23129385069223,0.630566112915341,0.947543431088101,-0.108864592767501,"N.S.","miR-532-5p"
"let-7e-3p",0.105560881993026,3.89947262106008,0.229632174280888,0.631796699914411,0.947543431088101,0.152276370661507,"N.S.","let-7e-3p"
"miR-339-5p",-0.0974286078564728,4.3643327460548,0.228477506936486,0.632655039197757,0.947543431088101,-0.14054519555802,"N.S.","miR-339-5p"
