"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"mmu-miR-496a-3p",-0.294439038522555,4.51091804702248,0.302041208441114,0.582605587224256,0.854868982561082,-0.424741697120727,"N.S.","mmu-miR-496a-3p"
"mmu-miR-186-5p",0.280501150420523,7.93107530254247,0.296007484165787,0.586396263801103,0.857628411878486,0.404635659971436,"N.S.","mmu-miR-186-5p"
"mmu-miR-1981-5p",-0.27534807278029,7.57292188980914,0.284911347981197,0.59350006591622,0.863257603305505,-0.39720211123656,"N.S.","mmu-miR-1981-5p"
"mmu-let-7f-5p",0.274297221567587,15.9673913632106,0.284001475554078,0.594090421873945,0.863257603305505,0.395686210594633,"N.S.","mmu-let-7f-5p"
"mmu-miR-181c-5p",0.273975908509544,5.22903630837493,0.275207115976966,0.599859990503219,0.868829470115953,0.395222701902766,"N.S.","mmu-miR-181c-5p"
"mmu-miR-24-1-5p",-0.269980125906223,7.60188641960059,0.269692232069433,0.603538300333094,0.870002788038138,-0.38945860386476,"N.S.","mmu-miR-24-1-5p"
"mmu-miR-335-5p",-0.270999061480966,7.67617703608073,0.268194691636864,0.604545367189085,0.870002788038138,-0.39092846474817,"N.S.","mmu-miR-335-5p"
"mmu-miR-15a-5p",0.299940084726573,2.76364437035765,0.259687303865793,0.610335062615032,0.874274863416554,0.432677206326158,"N.S.","mmu-miR-15a-5p"
"mmu-miR-3963",0.268091834509016,5.1116012007245,0.258129324467056,0.611408256375942,0.874274863416554,0.386734657689916,"N.S.","mmu-miR-3963"
"mmu-miR-125a-3p",-0.259689667420931,5.91990465160527,0.250749683091658,0.616547696576942,0.878825129406499,-0.374614149735562,"N.S.","mmu-miR-125a-3p"
"mmu-miR-378b",-0.264755828099678,4.40298707709392,0.239088029776546,0.624865564917568,0.881665702047003,-0.381922316802587,"N.S.","mmu-miR-378b"
"mmu-miR-99b-5p",-0.249228089399273,12.4778725672908,0.233794458818267,0.628724456926957,0.881665702047003,-0.359522847896728,"N.S.","mmu-miR-99b-5p"
"mmu-miR-30e-5p",0.247837053103382,11.3341419119875,0.231745449115294,0.630232613742294,0.881665702047003,0.357516214808812,"N.S.","mmu-miR-30e-5p"
"mmu-miR-34c-5p",-0.247784642196192,7.78489748165282,0.231013220612948,0.630773556345662,0.881665702047003,-0.357440609692796,"N.S.","mmu-miR-34c-5p"
"mmu-let-7j",0.273926587726672,2.68315992085208,0.230200426579335,0.631375255024506,0.881665702047003,0.395151554431542,"N.S.","mmu-let-7j"
"mmu-let-7i-5p",0.246025337127962,15.8879832499248,0.230088230253102,0.631458414810272,0.881665702047003,0.354902732160717,"N.S.","mmu-let-7i-5p"
"mmu-miR-224-5p",0.246262100701003,7.65811596527538,0.228973686313726,0.632285870955757,0.881665702047003,0.355244274377178,"N.S.","mmu-miR-224-5p"
"mmu-miR-1947-5p",0.264004696335495,2.97969018827628,0.221790520104575,0.637679005535196,0.886433044846139,0.380838775089229,"N.S.","mmu-miR-1947-5p"
"mmu-miR-34a-5p",0.25839585052341,3.6654773253993,0.218924100260882,0.639860925546459,0.886662988925178,0.372747760049011,"N.S.","mmu-miR-34a-5p"
"mmu-miR-877-5p",-0.280247941939338,2.47259644226337,0.216403654353301,0.641793922941387,0.886662988925178,-0.404270395227455,"N.S.","mmu-miR-877-5p"
"mmu-miR-322-3p",0.238460870911505,5.94638559335167,0.209971010469977,0.646790126646567,0.89009149117694,0.343990645792305,"N.S.","mmu-miR-322-3p"
"mmu-miR-664-3p",0.246714742691985,3.88866128926106,0.207717074001556,0.648562652618225,0.89009149117694,0.355897231024512,"N.S.","mmu-miR-664-3p"
"mmu-miR-101a-3p",0.232568359351395,10.6041360597125,0.205619424515424,0.650222737429925,0.89009149117694,0.33549043001622,"N.S.","mmu-miR-101a-3p"
"mmu-miR-30a-3p",-0.230363908116004,9.8544416978903,0.200667518145238,0.654182583274438,0.891412714707036,-0.332310408903402,"N.S.","mmu-miR-30a-3p"
"mmu-miR-574-3p",0.230371979495528,6.35153325218692,0.198088379220988,0.656268295907152,0.891412714707036,0.332322052235259,"N.S.","mmu-miR-574-3p"
"mmu-let-7d-3p",-0.227931091417184,10.1574595181983,0.197011590759239,0.657143894360866,0.891412714707036,-0.328800960228981,"N.S.","mmu-let-7d-3p"
"mmu-miR-345-3p",0.239133346941397,4.22415286487137,0.192029432321836,0.661232878978862,0.893002609999138,0.344960723033566,"N.S.","mmu-miR-345-3p"
"mmu-miR-744-3p",-0.257015422766021,2.30371144107373,0.190749320321107,0.662293695166399,0.893002609999138,-0.370756430260108,"N.S.","mmu-miR-744-3p"
"mmu-miR-27b-5p",-0.219870439299707,6.42502766526247,0.180412861297215,0.671018673920659,0.902058037695736,-0.317173103143669,"N.S.","mmu-miR-27b-5p"
"mmu-miR-7043-3p",0.225241577678228,3.85339646334521,0.175867551899217,0.674948921107297,0.904633031573661,0.324921214405717,"N.S.","mmu-miR-7043-3p"
"mmu-miR-139-5p",-0.211512725638523,10.3139268391024,0.169212409937018,0.680812714416628,0.906244475981847,-0.305116721278299,"N.S.","mmu-miR-139-5p"
"mmu-miR-7689-3p",-0.233126236311077,2.94752981937691,0.16879164234537,0.681187953583529,0.906244475981847,-0.336295192889475,"N.S.","mmu-miR-7689-3p"
"mmu-miR-26b-3p",-0.250774522521259,2.1576007784796,0.167652810956029,0.682206309313729,0.906244475981847,-0.361753647970019,"N.S.","mmu-miR-26b-3p"
"mmu-miR-30a-5p",0.204063914791532,12.9099952947308,0.158403965873717,0.690630217349631,0.912957390319248,0.294371473037585,"N.S.","mmu-miR-30a-5p"
"mmu-miR-129-1-3p",0.226303643791614,3.06073361520964,0.151926065352542,0.696701494742093,0.912957390319248,0.326453293051667,"N.S.","mmu-miR-129-1-3p"
"mmu-miR-23a-5p",-0.23298214017892,2.1717004044268,0.150625630789084,0.69793819869858,0.912957390319248,-0.33608732766879,"N.S.","mmu-miR-23a-5p"
"mmu-miR-10a-3p",0.204503995549829,4.56569634159733,0.150362058823081,0.698189601802848,0.912957390319248,0.295006309535785,"N.S.","mmu-miR-10a-3p"
"mmu-miR-377-5p",0.238988604248194,1.8885308136674,0.149862643395588,0.698666655745922,0.912957390319248,0.344751925119181,"N.S.","mmu-miR-377-5p"
"mmu-miR-671-5p",0.215376120617562,3.26626891195829,0.149034685222807,0.699459559620983,0.912957390319248,0.310689844150453,"N.S.","mmu-miR-671-5p"
"mmu-miR-151-3p",-0.19407130235291,10.7628222560469,0.143118130805448,0.705200636918732,0.917782857902929,-0.279956675369629,"N.S.","mmu-miR-151-3p"
"mmu-miR-190a-5p",-0.20500434368798,3.34897859391483,0.140495258123461,0.707789154324002,0.918489393906002,-0.295728084468945,"N.S.","mmu-miR-190a-5p"
