Trfs,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-34-Q1Q89P9L8422KJ,116.79,252.28,96.15,244.49,237.28,172.06,157.61,323.38,195.68,348.43,125.04,101.94,130.36,209.57,282.47,78.96,190.11,265.58,151.51,376.91,137.55,520.25,205.66,239.77,0.27581136268225426,0.19204984868718916
tRF-34-R9J89O9NF5W8E5,25.39,36.41,87.66,116.43,69.79,86.03,105.07,66.23,115.4,71.55,58.35,88.04,34.41,39.71,184.47,53.3,59.09,43.07,50.5,80.77,65.16,32.82,62.09,108.99,-0.04996777669905813,0.8166407474373418
tRF-34-R9JP9PMNH5SYHQ,132.02,124.84,212.09,163.0,683.94,243.75,129.59,187.01,662.29,177.33,183.4,440.2,96.61,79.41,236.35,477.73,321.13,200.98,132.57,363.45,425.69,128.01,85.37,544.93,0.0856196372893131,0.6907857650003715
tRF-34-RKVP4PRL5FZUHM,60.93,31.21,53.73,209.57,307.07,95.59,80.56,748.05,125.43,31.11,79.2,106.58,25.15,15.44,57.65,43.43,87.35,93.31,50.5,80.77,53.57,27.9,69.85,76.29,-0.07853388981761589,0.7152894776959408
tRF-34-RP9830MMUKLYIE,5.08,18.21,19.79,69.86,139.58,71.69,52.54,31.17,120.42,9.33,29.18,13.9,4.63,15.44,57.65,25.66,15.41,35.89,25.25,53.84,30.41,8.21,7.76,32.7,-0.16859805635678224,0.43097286778452293
tRF-34-RPM8309MUKLYIE,35.54,122.24,28.28,69.86,153.54,152.94,80.56,42.86,170.59,99.55,104.2,13.9,23.16,88.24,167.18,92.78,89.92,71.78,69.44,174.99,99.91,59.08,62.09,294.26,0.23280360744623602,0.2736285690757737
tRF-34-RPM830MMUKLYIE,76.16,109.24,65.04,69.86,195.41,195.96,157.61,62.34,331.15,118.22,125.04,50.97,31.76,90.44,144.12,155.95,202.95,78.96,119.95,282.68,137.55,88.62,116.41,425.04,0.2478969021922398,0.24282589601250687
tRF-34-XSXMSL73VL4YHE,299.58,166.46,254.51,325.99,530.4,750.37,378.26,210.39,451.56,239.55,345.96,203.88,156.17,138.98,247.88,305.98,369.94,279.93,145.2,390.37,185.33,239.61,337.59,414.15,0.02629541309237829,0.9029271744416464
tRF-35-1HPSR9O9337KB6,30.47,10.4,8.48,104.78,69.79,23.9,14.01,15.58,25.09,31.11,8.34,23.17,2.65,11.03,5.76,17.77,25.69,14.36,0.0,26.92,10.14,22.98,27.16,32.7,0.011221258148284771,0.9584972163097304
tRF-35-2VR008R959KUMK,40.62,10.4,31.11,0.0,13.96,28.68,24.52,0.0,90.31,34.22,75.03,148.28,8.6,4.41,23.06,73.04,69.36,28.71,12.63,13.46,53.57,8.21,46.56,43.59,-0.025047500464804202,0.9075142776063889
tRF-35-4R94SX73V2Y8L9,35.54,28.61,11.31,11.64,13.96,33.46,31.52,15.58,20.07,21.78,8.34,13.9,9.93,24.27,5.76,7.9,17.98,50.24,63.13,67.3,8.69,36.11,19.4,0.0,-0.196317416032903,0.35788417967999986
tRF-35-6SXMSL73VL4YMY,47318.74,38518.76,35520.48,40830.35,24593.83,49099.08,29637.67,28831.24,30490.5,42679.82,55957.55,52551.1,45521.05,44878.29,41344.56,68528.63,73566.93,33405.35,35776.06,77911.94,64950.88,21386.17,59058.4,72519.21,0.17914636874924456,0.4022608828652091
tRF-35-86J8WPMN1E8Y7Z,177.72,405.73,311.06,302.71,279.16,248.53,402.78,381.82,551.91,463.54,141.72,125.11,299.1,293.39,466.94,100.68,125.88,64.6,239.9,282.68,176.65,474.3,236.7,174.38,-0.027220234331133394,0.8995296323843656
tRF-35-86V8WPMN1E8Y7Z,142.17,208.07,147.05,139.71,223.33,95.59,311.72,257.14,230.8,186.66,87.53,55.6,162.12,231.63,213.29,76.99,79.64,35.89,113.63,188.45,91.22,298.69,139.69,108.99,0.05835189649412291,0.7865180807397552
tRF-35-87R8WP9I1EWJQZ,76.16,20.81,42.42,232.85,13.96,33.46,28.02,81.82,65.23,18.67,29.18,97.31,15.22,22.06,46.12,19.74,41.1,21.53,63.13,13.46,18.82,4.92,19.4,10.9,-0.30252145937568153,0.15075998907771782
tRF-35-87R8WP9N1EWJQ7,47608.17,107514.41,31558.68,45766.78,60633.13,40204.56,42694.78,113700.3,34072.89,99620.46,30110.79,14401.62,26420.88,49788.78,50660.35,17052.21,67496.29,115806.17,75409.4,117460.19,21964.97,86486.72,49675.8,73064.14,-0.01643526643010864,0.939241960111521
tRF-35-897PVP941QKS3W,182.8,504.57,110.29,221.21,181.45,133.82,126.09,428.57,265.92,314.21,200.07,162.18,224.33,293.39,172.94,155.95,298.01,373.24,328.28,471.13,162.17,318.39,174.61,468.64,0.048066970167379514,0.8235068017136299
tRF-35-897PVP9N1QKS3W,60.93,96.23,22.62,69.86,41.87,81.25,56.04,58.44,40.14,93.33,41.68,32.44,62.2,66.18,126.82,27.64,105.33,122.02,63.13,67.3,30.41,57.44,58.2,76.29,-0.1654393257743505,0.4397805047333141
tRF-35-8HM2OSRNLNKSEK,35.54,5.2,31.11,46.57,13.96,28.68,7.0,0.0,105.36,9.33,50.02,55.6,5.29,2.21,5.76,134.24,79.64,7.18,18.94,26.92,69.5,0.0,38.8,21.8,-0.048857738053559974,0.8206488498901943
tRF-35-9EYK46S9Y81H93,86.32,59.82,53.73,139.71,125.62,100.37,59.54,93.51,15.05,71.55,45.85,46.34,7.94,28.68,57.65,39.48,69.36,143.56,88.38,296.14,28.96,19.69,50.44,228.87,0.008418752526169186,0.9688568110399604
tRF-35-9EYK46SQYU9H93,157.41,96.23,96.15,209.57,446.65,95.59,87.56,128.57,85.3,205.33,116.71,166.81,29.78,66.18,132.59,65.15,115.61,193.8,145.2,269.22,50.68,67.29,131.93,381.45,0.06807198888132782,0.7519664625689514
tRF-35-EH623K7SIR3DR2,76.16,18.21,53.73,23.29,27.92,52.57,17.51,62.34,25.09,74.66,95.87,379.97,60.22,19.85,28.82,41.46,66.79,78.96,63.13,53.84,89.77,9.85,62.09,32.7,-0.1199460185977298,0.5766626537251285
tRF-35-FSXMSL73VL4YMY,456.99,462.95,367.62,523.91,279.16,736.03,388.77,448.05,541.87,488.43,504.35,695.06,474.46,410.31,345.88,718.57,624.28,200.98,347.22,1130.72,723.96,293.77,690.7,980.87,0.2677312003979682,0.20593073767378473
tRF-35-JJ6RRNLIK898O1,60.93,18.21,0.0,11.64,27.92,4.78,0.0,11.69,50.17,9.33,8.34,13.9,1.32,2.21,11.53,15.79,12.85,7.18,6.31,13.46,5.79,4.92,3.88,21.8,-0.15511959459458435,0.469213830569972
tRF-35-LSXMSL73VL4YMY,15.23,15.61,14.14,11.64,27.92,47.79,3.5,7.79,5.02,31.11,20.84,60.24,23.16,17.65,0.0,37.51,17.98,7.18,6.31,13.46,26.06,6.56,31.04,43.59,0.1989132266678672,0.3514352154823213
tRF-35-PS5P4PW3FJHPEZ,15.23,10.4,11.31,46.57,69.79,23.9,24.52,19.48,155.54,18.67,29.18,4.63,13.23,24.27,17.29,17.77,10.28,7.18,44.19,26.92,27.51,18.05,34.92,32.7,-0.008507310185363874,0.9685293700890858
tRF-35-PSQP4PW3FJIKE7,132.02,140.45,93.32,174.64,139.58,281.99,108.58,97.4,1861.44,143.11,83.36,60.24,65.51,72.8,28.82,211.23,166.99,107.67,69.44,551.9,167.96,141.14,124.17,370.55,-0.04677175231182966,0.828192600636455
tRF-35-PW5SVP9N15WV7W,126.94,23.41,16.97,0.0,153.54,71.69,42.03,11.69,85.3,15.56,16.67,27.8,11.25,13.24,63.41,13.82,38.54,21.53,18.94,26.92,30.41,8.21,31.04,10.9,-0.1478795883048814,0.49045136567233316
tRF-35-Q1Q89P9L8422YR,60.93,18.21,5.66,34.93,41.87,38.24,7.0,27.27,45.16,34.22,0.0,18.53,7.94,13.24,5.76,9.87,35.97,14.36,0.0,80.77,17.38,45.95,23.28,98.09,0.3228039672429381,0.12392343046192772
tRF-35-QKF1R3WE8RO86J,15.23,5.2,14.14,23.29,13.96,14.34,28.02,23.38,50.17,28.0,16.67,27.8,27.13,24.27,0.0,27.64,15.41,21.53,37.88,26.92,20.27,6.56,15.52,0.0,-0.3932433737158173,0.057295101038125275
tRF-35-RP9830MMUKLY5Z,10.16,0.0,16.97,23.29,97.71,19.12,28.02,23.38,5.02,6.22,4.17,9.27,1.32,13.24,17.29,9.87,20.55,7.18,12.63,26.92,31.85,4.92,11.64,0.0,-0.026890063855216195,0.9007423955886609
tRF-35-RPM830MMUKLY5Z,30.47,10.4,8.48,23.29,97.71,52.57,7.0,3.9,65.23,9.33,25.01,13.9,4.63,2.21,5.76,45.4,20.55,7.18,12.63,107.69,33.3,19.69,7.76,98.09,0.1635637589776084,0.44505531716248603
tRF-35-SP5830MMUKLYM9,45.7,7.8,11.31,34.93,13.96,14.34,17.51,58.44,65.23,28.0,4.17,13.9,9.93,11.03,17.29,5.92,25.69,7.18,12.63,13.46,27.51,26.26,15.52,21.8,0.05855866788181313,0.7857787427557148
tRF-35-XSXMSL73VL4YMY,2452.51,1505.9,1866.37,1990.87,2107.64,3732.73,1583.1,1546.76,1389.81,2103.04,2480.06,3340.92,2146.65,2027.29,1942.71,3059.84,2617.85,918.75,1357.31,3190.24,2905.98,1250.58,2436.84,3236.88,0.15499637794592663,0.4695712632425725
tRF-36-2VR008R959KUMKB,45.7,5.2,14.14,81.5,13.96,19.12,0.0,3.9,65.23,21.78,108.37,125.11,16.54,0.0,5.76,25.66,77.07,64.6,0.0,40.38,43.44,0.0,27.16,32.7,-0.1753681912082441,0.41241991664189015
tRF-36-3IRW18V6XO59KND,20.31,23.41,16.97,69.86,209.37,28.68,10.51,23.38,10.03,9.33,20.84,23.17,11.25,19.85,23.06,31.59,48.81,50.24,18.94,40.38,28.96,70.57,23.28,65.39,0.15553931241760086,0.4679973441451962
tRF-36-6SXMSL73VL4YMYE,1198.33,481.16,1091.55,1117.68,3461.56,1333.46,1082.25,938.96,1073.72,843.08,779.45,2608.79,492.99,648.56,1602.59,542.88,1328.19,1557.58,441.91,1507.63,986.03,295.41,624.73,1035.37,-0.2115147692826333,0.32111216476087795
tRF-36-81PV6RRNLNK88K0,15.23,15.61,0.0,11.64,0.0,33.46,0.0,0.0,105.36,12.44,37.51,4.63,9.26,0.0,0.0,73.04,28.26,0.0,0.0,26.92,49.23,0.0,15.52,65.39,0.16421244610738484,0.443227177143107
tRF-36-86J8WPMN1E8Y7ZD,137.1,75.42,169.67,104.78,321.03,133.82,143.6,487.01,491.7,195.99,45.85,129.74,121.1,68.39,92.24,90.81,149.0,100.49,176.77,323.06,159.27,334.8,97.01,261.57,0.15061806189889282,0.48236243501728604
tRF-36-86V8WPMN1E8Y7ZD,60.93,31.21,70.7,58.21,83.75,76.47,70.05,210.39,195.68,115.11,20.84,32.44,48.97,28.68,80.71,47.38,61.66,28.71,18.94,201.91,95.56,157.55,62.09,98.09,0.2080817395602506,0.3292106559596363
tRF-36-87R8WP9I1EWJQZD,50.78,26.01,31.11,69.86,0.0,23.9,0.0,151.95,20.07,6.22,8.34,69.51,10.59,0.0,0.0,21.72,38.54,100.49,56.82,40.38,27.51,4.92,11.64,10.9,-0.22739064691359456,0.28525392631241125
tRF-36-87R8WP9N1EWJQ7D,8200.43,4559.31,3673.36,4202.95,8039.75,6805.91,2619.83,17781.86,6828.63,6974.86,2088.25,4035.98,2025.55,2580.99,3706.71,2787.42,16873.43,32730.64,6748.65,21308.67,4718.78,11898.53,4020.01,8173.94,-0.0555090818282012,0.7967008293758111
tRF-36-897PVP941QKS3WD,66.01,18.21,19.79,0.0,27.92,47.79,0.0,42.86,75.26,37.33,20.84,32.44,23.16,11.03,23.06,25.66,53.95,93.31,12.63,53.84,30.41,64.01,11.64,10.9,-0.09689559973874884,0.6524139022045908
tRF-36-8HM2OSRN2NKSEK0,86.32,26.01,42.42,0.0,13.96,90.81,14.01,0.0,396.37,12.44,112.54,97.31,19.19,4.41,34.59,280.32,118.18,0.0,50.5,80.77,198.37,1.64,112.53,65.39,0.05058128740442974,0.814427402330774
tRF-36-8HM2OSRNLNKSEK0,162.49,72.82,93.32,163.0,41.87,224.63,31.52,27.27,1349.67,59.11,262.59,528.24,65.51,22.06,46.12,917.95,490.69,64.6,119.95,282.68,760.16,11.49,314.31,326.96,0.0818341241605221,0.7038410406473732
tRF-36-9EYK46S9Y81H93E,20.31,36.41,14.14,46.57,0.0,9.56,0.0,15.58,5.02,31.11,20.84,9.27,1.32,2.21,23.06,7.9,7.71,14.36,12.63,67.3,5.79,8.21,11.64,21.8,-0.18068789345271996,0.3981563802904716
tRF-36-9EYK46SQYU9H93E,40.62,18.21,19.79,23.29,13.96,4.78,7.0,23.38,15.05,15.56,8.34,4.63,5.96,17.65,17.29,1.97,12.85,28.71,12.63,0.0,13.03,6.56,7.76,43.59,0.09010622363546723,0.6754229609723743
tRF-36-9LON4VN1EH6KK80,55.85,15.61,25.45,58.21,69.79,33.46,17.51,46.75,15.05,28.0,50.02,27.8,3.97,13.24,63.41,19.74,35.97,71.78,25.25,107.69,13.03,26.26,34.92,10.9,-0.2721777069764821,0.1982106703631526
tRF-36-EH623K7SIR3DR20,15.23,15.61,8.48,11.64,0.0,0.0,0.0,11.69,10.03,18.67,8.34,92.67,13.9,6.62,11.53,15.79,15.41,7.18,0.0,0.0,20.27,8.21,7.76,10.9,-0.0668769953553168,0.7561908648764524
tRF-36-JJ6RRNLIK898O1B,40.62,5.2,2.83,34.93,41.87,9.56,21.01,11.69,5.02,3.11,8.34,13.9,6.62,4.41,11.53,17.77,41.1,50.24,0.0,0.0,7.24,11.49,3.88,10.9,-0.18840042054703338,0.37797627025504305
tRF-36-L85DMKYUYRLHR0D,40.62,13.0,5.66,34.93,41.87,66.91,7.0,23.38,20.07,9.33,33.35,55.6,9.93,13.24,17.29,55.27,38.54,7.18,0.0,40.38,18.82,11.49,15.52,10.9,-0.22927122418354545,0.281180368353695
tRF-36-M2OSRNLNKSEK51B,10.16,5.2,14.14,46.57,69.79,14.34,17.51,15.58,15.05,24.89,16.67,23.17,10.59,6.62,28.82,7.9,20.55,43.07,25.25,13.46,5.79,18.05,27.16,10.9,-0.12256354534239226,0.5683108544308827
tRF-36-UD10H7RNLEKPM4D,5.08,10.4,0.0,34.93,13.96,4.78,3.5,0.0,25.09,12.44,12.5,18.53,3.31,15.44,28.82,9.87,5.14,43.07,31.57,53.84,5.79,3.28,15.52,54.49,0.026309622337508352,0.9028749608759367
tRF-36-V47PU9XW983FPDD,10.16,18.21,5.66,11.64,55.83,23.9,10.51,7.79,5.02,18.67,29.18,9.27,2.65,0.0,34.59,17.77,5.14,28.71,0.0,0.0,11.58,24.62,7.76,10.9,0.01962505746433285,0.9274777048229687
tRF-36-XSXMSL73VL4YMYE,76.16,23.41,42.42,58.21,167.49,90.81,59.54,81.82,30.1,46.67,12.5,88.04,16.54,15.44,51.88,25.66,66.79,71.78,18.94,53.84,34.75,13.13,19.4,54.49,-0.18507813062415496,0.3865962284943396
tRF-37-45LSM1M3WE8SSP4,5.08,5.2,5.66,34.93,0.0,33.46,10.51,0.0,130.45,0.0,25.01,13.9,2.65,0.0,0.0,102.65,17.98,21.53,0.0,67.3,40.54,0.0,23.28,54.49,0.03944716779141506,0.854793944576635
tRF-37-6SXMSL73VL4YMYP,25.39,15.61,25.45,69.86,55.83,33.46,10.51,27.27,115.4,105.77,16.67,60.24,24.48,61.77,23.06,92.78,131.02,86.13,31.57,94.23,24.61,11.49,42.68,32.7,-0.3330532884749106,0.11176537490156545
tRF-37-87R8WP9N1EWJQ72,40.62,33.81,8.48,34.93,13.96,33.46,14.01,31.17,55.19,40.44,41.68,23.17,9.26,22.06,23.06,23.69,61.66,186.62,37.88,134.61,21.72,21.34,27.16,76.29,-0.10389082749481743,0.6290249135251366
tRF-37-8HM2OSRN2NKSEKL,35.54,7.8,11.31,34.93,13.96,14.34,3.5,0.0,35.12,6.22,33.35,46.34,8.6,2.21,11.53,25.66,28.26,7.18,18.94,40.38,37.65,0.0,15.52,21.8,-0.07263460746795157,0.7359016357131791
tRF-37-8HM2OSRNLNKSEKL,208.18,57.22,16.97,139.71,27.92,62.13,28.02,19.48,381.32,37.33,233.42,463.37,55.59,13.24,23.06,199.38,287.73,28.71,12.63,255.76,270.76,8.21,112.53,87.19,-0.07514633954496544,0.7271030556650948
tRF-37-9LON4VN1EH6KK8N,162.49,67.62,107.46,279.42,432.69,162.5,168.12,175.33,80.28,140.0,129.21,74.14,25.15,147.8,196.0,120.42,95.05,172.27,138.89,323.06,68.05,152.63,135.81,250.67,0.016990194776061666,0.9371943771344556
tRF-37-EH623K76IR3DR2M,40.62,10.4,14.14,23.29,27.92,14.34,3.5,15.58,20.07,37.33,8.34,115.84,14.56,11.03,5.76,5.92,12.85,14.36,6.31,13.46,24.61,3.28,15.52,10.9,-0.14163760334614248,0.5091391626832333
tRF-37-EH623K7SIR3DR2M,157.41,54.62,135.74,139.71,139.58,76.47,49.03,229.87,90.31,186.66,170.89,644.09,145.58,66.18,144.12,116.47,138.73,129.2,107.32,94.23,123.07,31.18,93.13,98.09,-0.22684690305741217,0.2864386194601949
tRF-37-QKF1R3WE8RO86J2,20.31,2.6,0.0,23.29,55.83,0.0,24.52,35.07,75.26,18.67,8.34,13.9,11.25,6.62,5.76,11.84,23.12,35.89,0.0,26.92,4.34,6.56,7.76,21.8,-0.17801127504445668,0.4052982321579325
tRF-37-RPD9W1X6L85J3KQ,15.23,2.6,0.0,23.29,55.83,28.68,31.52,15.58,10.03,6.22,12.5,0.0,2.65,13.24,23.06,1.97,2.57,7.18,12.63,0.0,5.79,27.9,7.76,32.7,0.23857977496017255,0.2615602846810087
tRF-38-0VL8K87SIRMM12V,30.47,28.61,22.62,46.57,97.71,81.25,21.01,66.23,15.05,40.44,29.18,245.59,52.94,19.85,51.88,61.2,59.09,35.89,12.63,13.46,37.65,11.49,97.01,0.0,-0.09553477873842205,0.6570019391718296
tRF-38-2VR008R959KUMK9,172.64,31.21,39.59,139.71,139.58,38.24,28.02,19.48,45.16,68.44,70.86,250.22,24.48,8.82,57.65,37.51,43.67,93.31,12.63,53.84,44.89,11.49,65.97,32.7,-0.2162104839183071,0.31023293079266656
tRF-38-79MP9P9NH57S36D1,15.23,20.81,8.48,11.64,41.87,9.56,0.0,19.48,35.12,9.33,20.84,0.0,4.63,6.62,0.0,13.82,23.12,21.53,0.0,26.92,17.38,18.05,31.04,21.8,0.2641333499272893,0.2123240942531662
tRF-38-87R8WP9N1EWJQ7D1,5.08,10.4,16.97,34.93,55.83,57.35,14.01,23.38,25.09,74.66,41.68,4.63,17.2,24.27,11.53,45.4,59.09,71.78,18.94,53.84,15.93,22.98,50.44,32.7,-0.040683962936350654,0.8502905701811326
tRF-38-8HM2OSRNLNKSEKDS,15.23,20.81,2.83,0.0,0.0,9.56,10.51,7.79,50.17,6.22,25.01,18.53,5.96,8.82,5.76,17.77,25.69,14.36,18.94,0.0,13.03,0.0,27.16,21.8,0.03528250018425057,0.8699897804491916
tRF-38-9LON4VN1EH6KK80E,5.08,13.0,14.14,34.93,139.58,52.57,38.53,50.65,10.03,18.67,16.67,27.8,7.28,15.44,40.35,13.82,15.41,14.36,0.0,40.38,13.03,39.39,19.4,10.9,-0.008010122964212243,0.9703677767049477
tRF-38-EH623K7SIR3DR2DV,86.32,28.61,25.45,46.57,139.58,23.9,7.0,116.88,25.09,43.55,33.35,273.39,54.92,37.5,17.29,35.53,53.95,28.71,56.82,94.23,36.2,21.34,58.2,32.7,-0.15615578379998854,0.46621354809204407
tRF-38-L85DMKYUYRLHR0D2,30.47,10.4,8.48,11.64,41.87,28.68,17.51,19.48,25.09,31.11,20.84,18.53,9.26,6.62,5.76,25.66,12.85,21.53,25.25,40.38,10.14,13.13,15.52,43.59,0.02997114506988932,0.8894338729522202
tRF-38-MBQ4NKKQBRFKWEDX,20.31,23.41,14.14,11.64,111.66,9.56,17.51,31.17,15.05,31.11,8.34,23.17,1.32,13.24,5.76,17.77,15.41,28.71,12.63,67.3,14.48,14.77,15.52,54.49,0.0590601438968267,0.7839863973645664
tRF-38-PNR8YP9LON4VN18,0.0,5.2,2.83,46.57,41.87,14.34,10.51,7.79,15.05,15.56,8.34,9.27,5.29,15.44,17.29,9.87,25.69,28.71,31.57,26.92,4.34,41.03,11.64,43.59,0.22538522938215377,0.28963856414497036
tRF-39-0VL8K87SIRMM12E2,10.16,13.0,28.28,69.86,139.58,19.12,45.53,93.51,65.23,12.44,37.51,83.41,27.13,13.24,51.88,11.84,46.24,14.36,25.25,67.3,17.38,13.13,23.28,32.7,-0.1998241877611699,0.34918838440707206
tRF-39-2S3HPSR95933JK0V,30.47,18.21,5.66,34.93,27.92,38.24,17.51,3.9,20.07,9.33,29.18,83.41,14.56,8.82,11.53,23.69,12.85,7.18,18.94,26.92,7.24,1.64,19.4,43.59,-0.09705473065532802,0.6518781827868267
tRF-39-2VR008R959KUMKEV,55.85,23.41,14.14,139.71,55.83,9.56,45.53,23.38,55.19,52.89,62.52,74.14,19.19,24.27,11.53,39.48,51.38,50.24,69.44,80.77,31.85,22.98,31.04,76.29,-0.13738668303705986,0.5220612789665259
tRF-39-86J8WPMN1E8Y7ZFV,50.78,13.0,8.48,58.21,27.92,43.01,14.01,42.86,20.07,31.11,12.5,23.17,13.23,11.03,5.76,39.48,53.95,71.78,6.31,13.46,5.79,16.41,27.16,0.0,-0.2967080386802408,0.15915799805336922
tRF-39-87R8WP9N1EWJQ7FV,655.02,322.51,503.36,558.84,1200.38,788.61,213.65,342.86,827.86,1561.72,1450.52,287.29,768.93,734.59,588.0,1966.2,1541.42,1543.22,726.0,2180.67,350.4,351.21,1602.57,1166.15,-0.07985284247857448,0.7107067543048973
tRF-39-8HM2OSRN2NKSEKH9,45.7,41.61,11.31,81.5,41.87,9.56,10.51,3.9,40.14,34.22,33.35,37.07,19.85,4.41,17.29,23.69,46.24,28.71,25.25,53.84,21.72,1.64,50.44,65.39,0.02571782527104577,0.9050499179485799
tRF-39-8HM2OSRNLNKSEKH9,401.14,325.11,79.18,267.78,153.54,162.5,122.59,101.3,311.08,136.88,350.13,361.43,77.42,63.97,69.18,252.68,331.41,150.73,239.9,578.82,254.83,27.9,236.7,588.52,0.07572770921367208,0.7250712366891094
tRF-39-EH623K7SIR3DR2I2,71.09,18.21,33.93,58.21,139.58,23.9,14.01,116.88,45.16,56.0,29.18,106.58,50.29,30.88,40.35,27.64,30.83,50.24,56.82,13.46,39.09,29.54,31.04,32.7,-0.1631131932888391,0.4463274571515912
tRF-39-YDLBRY73W0K5KKH8,45.7,10.4,33.93,93.14,69.79,28.68,45.53,54.55,15.05,52.89,58.35,64.87,9.93,17.65,57.65,31.59,15.41,21.53,37.88,107.69,26.06,24.62,27.16,152.58,0.16252913783268658,0.44797935670053185
tRF-40-2R1HPSR9O9337KB6,55.85,10.4,8.48,11.64,13.96,9.56,24.52,42.86,10.03,31.11,45.85,37.07,10.59,6.62,11.53,3.95,0.0,7.18,0.0,26.92,1.45,9.85,3.88,54.49,-0.011442015959112845,0.9576814302163197
tRF-40-2S3HPSR95933JKB6,40.62,18.21,5.66,23.29,55.83,14.34,38.53,7.79,55.19,6.22,25.01,32.44,22.5,15.44,17.29,5.92,10.28,0.0,44.19,0.0,4.34,9.85,31.04,21.8,-0.09404813897073869,0.6620279502306173
tRF-40-2VR008R959KUMKF6,157.41,78.03,53.73,302.71,167.49,86.03,91.06,109.09,110.38,121.33,70.86,97.31,39.7,57.36,126.82,35.53,41.1,78.96,82.07,107.69,36.2,62.36,77.61,76.29,-0.24247109997593072,0.2536260486536508
tRF-40-3JVIJMRPFQ5DWXH9,20.31,0.0,16.97,93.14,83.75,38.24,10.51,15.58,10.03,9.33,12.5,18.53,7.28,15.44,40.35,39.48,2.57,0.0,6.31,53.84,11.58,26.26,15.52,10.9,-0.10006257470837157,0.6417838466844541
tRF-40-3JVIJMRPFQRDWXHR,15.23,13.0,8.48,11.64,13.96,28.68,0.0,7.79,0.0,9.33,29.18,23.17,2.65,0.0,17.29,9.87,25.69,14.36,12.63,0.0,7.24,27.9,23.28,32.7,0.3916730202351716,0.05838604156227482
tRF-40-81PV6RRNLNK88KO1,25.39,44.21,19.79,69.86,41.87,33.46,10.51,3.9,30.1,15.56,41.68,18.53,11.25,19.85,17.29,33.56,23.12,0.0,18.94,134.61,11.58,8.21,38.8,141.68,0.18639401729872182,0.38316879950322114
tRF-40-86J8WPMN1E8Y7Z2R,76.16,5.2,0.0,23.29,13.96,52.57,3.5,7.79,45.16,34.22,20.84,9.27,5.96,8.82,23.06,17.77,38.54,114.84,25.25,26.92,5.79,18.05,19.4,21.8,-0.19302438689135817,0.3661641559484735
tRF-40-86V8WPMN1E8Y7Z2R,35.54,5.2,2.83,23.29,41.87,19.12,7.0,3.9,20.07,49.78,29.18,4.63,1.99,11.03,23.06,9.87,15.41,21.53,0.0,13.46,14.48,19.69,0.0,0.0,-0.2331224136527693,0.2729534066621921
tRF-40-87R8WP9N1EWJQ72S,96.48,26.01,42.42,186.28,321.03,176.84,63.04,58.44,95.33,155.55,87.53,83.41,29.78,81.62,115.29,124.37,179.83,279.93,63.13,255.76,66.6,100.11,81.49,174.38,-0.07894034658922645,0.7138762107422899
tRF-40-8HM2OSRN2NKSEK51,20.31,26.01,8.48,34.93,13.96,14.34,10.51,11.69,25.09,9.33,33.35,18.53,3.31,13.24,11.53,21.72,33.4,14.36,6.31,13.46,8.69,13.13,19.4,10.9,-0.22134786569119957,0.2985930860949272
tRF-40-8HM2OSRNLNKSEK51,86.32,88.43,28.28,139.71,41.87,43.01,42.03,58.44,80.28,74.66,162.56,111.21,28.45,19.85,80.71,112.52,100.19,43.07,94.7,309.6,72.4,47.59,131.93,239.77,0.15304557123216583,0.4752488575819153
tRF-40-J9ZH0SR9593KMH26,35.54,23.41,39.59,116.43,111.66,47.79,35.02,19.48,30.1,59.11,50.02,32.44,21.18,13.24,23.06,15.79,12.85,28.71,44.19,0.0,24.61,37.75,46.56,54.49,0.06936322488140294,0.7474095932958662
