Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq,Pearson_correlation,p_values
tRF-31-FP18LPMBQ4NKD,39.59,17.48,36.7,43.54,30.39,21.05,16.1,19.09,0.0,20.21,18.84,69.55,13.43,8.97,65.76,110.96,12.87,56.29,67.91,47.9,34.91,29.89,32.27,87.63,0.11487396966014211,0.5929973050921734
tRF-31-FSXMSL73VL4YD,20.96,61.16,69.33,43.54,159.52,63.16,52.34,28.64,130.68,40.41,65.94,13.91,107.42,22.43,90.42,110.96,19.3,45.03,22.64,102.64,34.91,42.69,75.3,20.22,-0.16790234537308363,0.4329045353917774
tRF-31-K84J83ML5FX2D,20.96,0.0,20.39,32.65,5.06,0.0,4.03,47.73,0.0,15.16,28.26,32.46,0.0,0.0,32.88,11.1,32.17,16.89,15.09,13.68,7.35,4.27,10.76,6.74,-0.27166857866869526,0.19908449881826587
tRF-31-KY7343RX6NMHD,37.26,0.0,4.08,21.77,5.06,0.0,4.03,38.19,0.0,30.31,18.84,46.37,13.43,0.0,8.22,0.0,25.74,22.51,0.0,34.21,5.51,12.81,21.51,13.48,-0.08214338298502524,0.7027713763846768
tRF-31-M2OSRNLNKSEK0,9.32,17.48,4.08,0.0,5.06,21.05,12.08,23.87,16.34,0.0,18.84,9.27,0.0,0.0,32.88,27.74,32.17,11.26,0.0,27.37,7.35,8.54,21.51,6.74,-0.07021925077105123,0.7443931218782676
tRF-31-MIF91SS2P4FID,13.97,61.16,16.31,10.88,45.58,42.11,16.1,42.96,16.34,10.1,75.35,46.37,26.86,13.46,16.44,77.67,38.61,45.03,15.09,27.37,5.51,21.35,53.78,6.74,-0.18290224506680175,0.39230165570995246
tRF-31-MUWLV47PU9XWE,6.99,26.21,28.55,10.88,15.19,14.04,32.21,33.41,0.0,30.31,9.42,23.18,67.14,4.49,49.32,49.93,6.43,33.77,67.91,34.21,5.51,46.96,75.3,40.45,0.2579582191145964,0.22360522507052066
tRF-31-N3R718YKISQID,62.88,166.01,48.94,54.42,73.43,56.14,48.31,119.33,49.01,30.31,103.61,78.82,67.14,58.33,180.83,127.61,57.91,157.6,75.45,116.32,18.37,51.23,129.08,26.96,-0.2642904675810953,0.21204214611162242
tRF-31-P4R8YP9LON4VD,26444.98,15989.65,15627.68,16762.82,18689.44,17986.34,16603.39,18405.99,13280.41,14817.1,16408.42,48207.91,11467.55,13455.61,16208.97,50798.09,12902.02,12326.85,19013.7,17448.07,15493.53,14225.82,16899.2,23208.94,-0.09128594061958899,0.6714039102545705
tRF-31-PER8YP9LON4VD,796.49,742.69,546.48,1208.23,663.41,491.24,515.33,696.91,1012.77,964.9,941.93,1117.45,792.25,385.86,731.54,1259.41,920.19,512.21,1131.77,1553.22,562.27,644.69,494.82,1011.14,-0.2788835622716539,0.186944151834617
tRF-31-PIR8YP9LON4VD,1311.19,838.8,909.44,1197.34,731.78,898.26,893.78,658.72,882.09,1065.94,951.35,1474.47,617.69,906.31,797.3,1891.89,926.63,945.62,980.87,1115.31,878.31,909.39,763.74,1496.48,-0.028857269863016677,0.8935198404184848
tRF-31-PNR8YO9LON4VD,291.12,183.49,216.14,217.7,187.38,154.39,213.38,114.56,212.36,217.23,131.87,426.58,161.14,188.44,304.12,504.87,173.74,151.97,271.62,198.43,161.7,166.51,129.08,310.08,-0.17317904470353027,0.4183703229756093
tRF-31-PS5P4PW3FJHPB,6.99,26.21,4.08,10.88,5.06,14.04,24.16,33.41,16.34,0.0,0.0,23.18,13.43,4.49,16.44,38.84,19.3,28.14,7.55,13.68,7.35,25.62,21.51,13.48,0.08851597692144551,0.6808542307188443
tRF-31-PSQP4PW3FJI0B,2801.7,1354.32,2218.54,2046.37,1542.05,1614.07,1940.55,1723.18,2172.56,2384.48,1996.89,2545.56,1289.09,1601.75,3033.02,5487.04,2741.28,1851.84,1229.85,2668.53,1458.95,1648.01,1774.9,5925.26,0.13522023127328592,0.5287066756100041
tRF-31-PW5SVP9N15WV0,1441.61,1144.61,1215.3,1088.49,1005.24,1305.29,942.09,968.99,1404.82,1146.77,1695.47,1506.93,1584.51,1022.97,1561.72,2374.57,842.97,872.45,1154.4,1334.26,786.44,1011.86,1183.27,1456.04,-0.21768202196668388,0.3068707656903823
tRF-31-R29P4P9L5HLVE,44.25,8.74,32.63,10.88,17.72,49.12,40.26,23.87,16.34,35.36,28.26,46.37,13.43,26.92,32.88,22.19,51.48,11.26,7.55,20.53,9.19,38.43,10.76,74.15,0.156275795050365,0.46586669721889173
tRF-31-R9J89O9NF5W8B,6.99,8.74,4.08,21.77,15.19,14.04,12.08,9.55,16.34,15.16,37.68,4.64,0.0,17.95,24.66,27.74,19.3,22.51,0.0,13.68,23.89,4.27,10.76,26.96,0.06418359952887903,0.7657369645725638
tRF-31-R9JP9PMNH5SYD,62.88,87.38,44.86,10.88,73.43,84.21,40.26,62.05,16.34,35.36,84.77,32.46,26.86,22.43,82.2,116.51,90.09,101.32,52.82,27.37,58.8,46.96,53.78,80.89,0.04990358393473856,0.8168724127642855
tRF-31-RK9P4P9L5HMVE,23.29,17.48,20.39,0.0,20.26,21.05,24.16,14.32,32.67,35.36,9.42,23.18,13.43,17.95,8.22,77.67,12.87,16.89,75.45,0.0,12.86,25.62,64.54,47.19,0.2511529292451605,0.2364913029210119
tRF-31-XSXMSL73VL4YD,179.33,270.86,236.54,283.01,602.64,280.71,273.77,195.71,506.39,207.13,226.06,143.74,711.69,219.85,550.71,233.02,199.48,146.35,165.99,383.17,150.67,175.05,247.41,262.9,-0.19963376029721847,0.3496573596543696
tRF-32-34HWH3RXSINHQ,27.95,26.21,16.31,10.88,15.19,7.02,20.13,47.73,32.67,20.21,18.84,32.46,0.0,26.92,24.66,22.19,38.61,33.77,7.55,41.05,7.35,21.35,10.76,13.48,-0.3340948220134438,0.11058074664983714
tRF-32-389MV47P596V5,163.02,550.46,134.58,576.9,422.86,456.15,185.2,362.77,637.07,111.14,753.54,329.21,389.41,251.26,476.73,588.09,392.53,472.81,218.81,465.28,115.76,213.47,1129.48,141.56,-0.00483039927215817,0.9821282456648712
tRF-32-3IRW18V6XO59J,4.66,34.95,20.39,108.85,20.26,28.07,28.18,19.09,49.01,25.26,131.87,46.37,40.28,13.46,49.32,44.38,70.78,28.14,15.09,20.53,7.35,12.81,32.27,6.74,-0.34457555614878865,0.09916841231310458
tRF-32-3JVIJMRPFQ5D5,48.91,166.01,53.02,206.81,37.98,189.48,40.26,76.37,163.35,30.31,131.87,102.01,67.14,26.92,98.63,188.63,45.04,78.8,90.54,109.48,23.89,76.85,290.44,33.7,0.03535952231033429,0.8697083235452354
tRF-32-3JVIJMRPFQRD5,13.97,26.21,0.0,21.77,10.13,7.02,8.05,14.32,0.0,10.1,28.26,18.55,0.0,0.0,24.66,33.29,32.17,5.63,22.64,0.0,1.84,12.81,32.27,40.45,0.2194419168585236,0.30287935714820596
tRF-32-6978WPRLXN48Q,202.62,148.54,154.97,239.47,339.3,231.58,217.41,276.85,294.03,262.7,169.55,143.74,201.42,197.41,156.17,299.6,141.57,157.6,181.08,177.9,203.96,196.39,150.6,107.85,-0.22471937712422752,0.2911036599761748
tRF-32-6SXMSL73VL4YK,8950.07,6116.26,12907.51,12757.16,6413.81,6996.64,7842.73,5145.66,10683.13,7158.48,9353.37,8114.25,10567.87,8264.5,9773.06,11323.6,6145.35,5229.06,5658.84,14745.33,6754.53,6216.32,8917.53,8001.46,-0.22805348933501177,0.28381391767531
tRF-32-79MP909NH57SJ,32.6,8.74,4.08,21.77,25.32,7.02,8.05,23.87,32.67,30.31,9.42,23.18,13.43,17.95,16.44,27.74,12.87,33.77,7.55,27.37,14.7,29.89,10.76,26.96,0.03163757622759247,0.8833261221896895
tRF-32-79MP9P9MH57SJ,160.7,104.85,106.03,76.19,70.9,56.14,60.39,71.6,130.68,121.24,160.13,102.01,120.85,62.81,73.98,99.87,102.96,95.69,52.82,123.16,64.31,140.89,129.08,168.52,0.23693154112521142,0.2649685087208239
tRF-32-79MP9P9NH57YJ,34.93,8.74,48.94,21.77,22.79,21.05,16.1,23.87,16.34,45.47,37.68,69.55,13.43,17.95,32.88,66.58,25.74,22.51,22.64,47.9,31.24,34.16,10.76,107.85,0.22492055578358,0.2906605125863139
tRF-32-7LI3VF4YO9XEJ,6.99,8.74,4.08,10.88,0.0,21.05,16.1,9.55,0.0,15.16,18.84,18.55,26.86,4.49,16.44,22.19,0.0,16.89,7.55,0.0,3.67,0.0,32.27,26.96,0.18515391956094324,0.38639835381418586
tRF-32-86J8WPMN1E8YN,265.5,498.04,248.77,489.82,134.2,463.17,390.53,315.04,490.05,318.27,640.51,361.66,416.27,260.23,641.13,654.67,682.1,472.81,301.8,246.33,159.86,286.05,441.04,640.39,-0.10735161056456279,0.6175785551742723
tRF-32-86V8WPMN1E8YN,165.35,183.49,61.17,185.04,81.03,140.35,209.35,138.43,245.03,171.76,263.74,157.65,94.0,125.63,263.03,199.73,218.79,191.38,188.63,136.85,71.66,111.01,172.11,310.08,-0.05892555051510512,0.7844673487111558
tRF-32-87R8WP9I1EWJM,69.87,26.21,53.02,76.19,40.51,70.18,40.26,47.73,32.67,55.57,56.52,106.64,13.43,22.43,24.66,49.93,12.87,56.29,75.45,34.21,42.26,38.43,43.03,101.11,0.11754558093315255,0.5843687241188491
tRF-32-87R8WP9N1EWJM,40167.03,22376.78,18796.44,18254.05,14164.57,15649.45,19554.48,18062.31,11712.24,21086.45,20769.56,45759.73,14368.01,16654.63,20606.44,27163.33,15894.26,18360.81,25162.97,22278.79,21033.5,18337.3,16780.87,45022.51,0.12895811345875016,0.5481373006406561
tRF-32-897PVP941QKSJ,69.87,122.33,69.33,152.39,58.24,105.27,100.65,47.73,114.35,55.57,188.39,74.19,147.71,116.65,106.85,205.28,96.52,90.06,45.27,95.79,40.42,85.39,107.57,107.85,-0.1881895621060323,0.37852006354203493
tRF-32-897PVP9N1QKSJ,23.29,26.21,20.39,10.88,10.13,14.04,12.08,14.32,32.67,10.1,28.26,18.55,40.28,0.0,16.44,33.29,6.43,0.0,45.27,20.53,12.86,25.62,32.27,13.48,0.02701459694274362,0.9002849423580466
tRF-32-9MV47P596VW6J,32.6,43.69,20.39,32.65,7.6,35.09,52.34,4.77,49.01,25.26,75.35,27.82,0.0,13.46,32.88,33.29,57.91,33.77,67.91,61.58,20.21,72.58,53.78,20.22,0.07133794476700833,0.7404565545101269
tRF-32-9MVH7P59N3Z6J,34.93,139.8,4.08,32.65,12.66,21.05,36.23,38.19,81.68,20.21,47.1,78.82,40.28,67.3,32.88,77.67,19.3,56.29,75.45,34.21,5.51,25.62,43.03,26.96,-0.31627935169714577,0.1321465631561558
tRF-32-EH623K7SIR3D4,6.99,8.74,32.63,10.88,10.13,35.09,4.03,4.77,49.01,35.36,28.26,0.0,13.43,26.92,24.66,5.55,6.43,39.4,30.18,102.64,5.51,0.0,53.78,6.74,-0.14961577594638398,0.4853151472114209
tRF-32-FSXMSL73VL4YK,121.1,69.9,191.68,228.58,81.03,119.3,104.68,62.05,81.68,101.04,141.29,97.37,134.28,49.35,98.63,99.87,109.39,61.92,45.27,205.27,69.82,64.04,107.57,121.34,-0.18484093257070133,0.38721589205947565
tRF-32-K84J83ML5FX23,30.28,87.38,20.39,21.77,17.72,14.04,8.05,105.01,81.68,15.16,131.87,46.37,53.71,8.97,24.66,49.93,6.43,33.77,15.09,20.53,12.86,29.89,21.51,13.48,-0.2373964166491957,0.2640043707026759
tRF-32-KY7343RX6NMH3,165.35,139.8,195.75,141.5,192.44,217.55,169.09,190.93,114.35,212.18,150.71,134.46,147.71,260.23,378.1,299.6,193.05,202.63,173.54,301.06,189.26,204.93,516.33,121.34,0.25039801340828594,0.23795021776987207
tRF-32-L85DMKYUYRLH4,20.96,34.95,16.31,43.54,17.72,7.02,0.0,14.32,32.67,10.1,0.0,18.55,0.0,4.49,57.54,61.03,19.3,39.4,22.64,13.68,0.0,0.0,0.0,0.0,-0.48455737738125215,0.016411851984977938
tRF-32-M2OSRNLNKSEKL,18.63,0.0,24.47,43.54,2.53,56.14,56.36,47.73,49.01,15.16,94.19,9.27,107.42,17.95,131.51,61.03,12.87,56.29,7.55,20.53,20.21,17.08,96.81,0.0,-0.07330154354414173,0.7335621688191121
tRF-32-MIF91SS2P46I3,34.93,139.8,36.7,141.5,70.9,70.18,28.18,90.69,147.02,15.16,150.71,78.82,26.86,58.33,65.76,94.32,45.04,67.54,52.82,54.74,14.7,38.43,247.41,40.45,0.06774887605768734,0.753108017607993
tRF-32-MIF91SS2P4FI3,319.06,1258.2,330.33,1132.03,496.29,975.46,285.85,706.45,1176.12,404.15,1224.51,695.51,698.26,327.53,1084.98,1026.39,643.49,686.7,648.88,759.5,135.97,418.41,2366.53,323.56,0.0358178661416953,0.8680337463081331
tRF-32-N3R718YKISQI3,32.6,157.28,28.55,87.08,68.37,140.35,48.31,143.2,179.69,50.52,113.03,88.1,147.71,53.84,131.51,138.7,115.83,118.2,98.09,116.32,22.05,76.85,193.63,53.93,-0.12609929124848074,0.5571155262508687
tRF-32-OUR8309NDJ581,9.32,52.43,36.7,54.42,88.62,28.07,16.1,38.19,65.34,70.73,9.42,51.0,120.85,89.73,32.88,72.12,32.17,73.17,75.45,34.21,51.45,25.62,75.3,47.19,-0.04912698378699616,0.8196762593355232
tRF-32-P4R8YP9LON4V3,5829.31,9532.63,10472.83,13725.92,21786.19,15389.8,11393.69,18515.78,12904.7,7678.82,8307.82,9217.79,10326.17,9691.27,10742.97,16633.1,8552.01,11369.97,12781.43,7581.36,13334.51,7087.29,15145.81,4159.14,-0.07041866266121044,0.7436909540957171
tRF-32-PER8YP9LON4V3,76.85,139.8,220.22,370.09,240.55,168.42,144.94,157.52,147.02,131.35,188.39,64.91,241.7,107.68,156.17,188.63,347.49,185.75,286.71,301.06,181.91,157.97,258.17,74.15,-0.1323071979260102,0.5377047699115394
tRF-32-PIR8YP9LON4V3,118.78,209.7,261.01,337.43,372.22,428.08,245.59,300.72,228.69,156.61,207.22,106.64,228.28,273.69,164.39,321.79,270.27,292.69,316.9,191.59,233.36,213.47,333.47,94.37,-0.08049282725632922,0.7084866045509007
tRF-32-PNR8YO9LON4V3,51.24,34.95,73.41,65.31,113.94,70.18,100.65,105.01,98.01,55.57,37.68,102.01,107.42,22.43,90.42,94.32,70.78,56.29,98.09,75.27,62.47,72.58,43.03,26.96,-0.2917580574972631,0.1665637024072053
tRF-32-PS5P4PW3FJHP1,48.91,113.59,77.49,76.19,78.5,70.18,92.6,47.73,98.01,156.61,18.84,64.91,80.57,112.17,115.07,94.32,96.52,61.92,98.09,123.16,77.17,59.77,96.81,148.3,0.08607974524002207,0.6892046959825897
tRF-32-PSQP4PW3FJI01,5957.4,2769.79,4616.53,3962.12,4775.54,3979.03,4686.31,4324.64,3593.71,4516.36,3390.95,7571.75,3007.88,3916.89,4553.64,7600.85,4967.76,4514.22,3599.02,3920.68,3671.26,3641.84,3184.06,6700.46,-0.06282229408922593,0.7705744984090546
tRF-32-PSQP4PW3FJIK1,39.59,0.0,20.39,21.77,27.85,49.12,40.26,19.09,16.34,25.26,9.42,46.37,53.71,17.95,24.66,16.64,25.74,5.63,0.0,41.05,14.7,17.08,32.27,6.74,-0.14123586442891617,0.5103536787948592
tRF-32-PW5SVP9N15WVN,1758.34,1293.15,1537.48,1023.18,1521.79,1333.36,1046.77,1880.7,1633.51,1485.25,1262.19,1618.21,2175.34,1695.97,1495.96,2563.21,1003.85,1120.11,1773.1,964.78,949.97,1050.29,1301.59,1509.96,-0.2860162606313425,0.1754517885162861
tRF-32-Q1Q89P9L8422Q,51.24,43.69,61.17,65.31,45.58,28.07,48.31,81.15,49.01,40.41,28.26,83.46,80.57,31.41,41.1,94.32,45.04,90.06,45.27,27.37,40.42,51.23,53.78,67.41,-0.022330383211266673,0.9175116500004837
tRF-32-QKF1R3WE8RO84,13.97,52.43,28.55,21.77,10.13,7.02,28.18,23.87,0.0,20.21,28.26,9.27,53.71,17.95,57.54,27.74,25.74,22.51,7.55,34.21,12.86,25.62,32.27,13.48,-0.1104453019005616,0.6074188310657546
tRF-32-R29P4P9L5HJVQ,32.6,26.21,57.09,21.77,55.71,42.11,32.21,38.19,49.01,20.21,28.26,69.55,53.71,26.92,8.22,44.38,6.43,61.92,22.64,34.21,23.89,29.89,21.51,13.48,-0.30060435875026537,0.15349392669105497
tRF-32-R29P4P9L5HLVQ,9.32,17.48,8.16,10.88,48.11,35.09,36.23,28.64,0.0,5.05,0.0,0.0,26.86,13.46,24.66,5.55,6.43,28.14,0.0,6.84,25.72,25.62,10.76,26.96,0.29547670285973954,0.16097816469260529
tRF-32-R9JP9PMNH5SY3,23.29,8.74,44.86,10.88,12.66,0.0,24.16,9.55,0.0,40.41,18.84,23.18,53.71,31.41,16.44,27.74,12.87,33.77,7.55,13.68,23.89,59.77,10.76,13.48,0.12046519663623581,0.5750018301835167
tRF-32-RK9P4P9L5FZU3,9.32,0.0,4.08,10.88,30.39,28.07,24.16,33.41,16.34,10.1,37.68,4.64,13.43,22.43,16.44,38.84,6.43,11.26,7.55,13.68,11.02,4.27,10.76,26.96,-0.046875034746456795,0.8278187377631916
tRF-32-RK9P4P9L5HMVQ,44.25,87.38,159.05,97.96,131.67,98.25,124.81,152.75,277.7,106.09,56.52,32.46,161.14,116.65,98.63,138.7,70.78,157.6,90.54,164.22,124.95,136.62,86.06,53.93,-0.1175029086062703,0.5845061161749254
tRF-32-RKJP4P9L5FZU3,16.3,8.74,32.63,10.88,35.45,21.05,12.08,4.77,16.34,10.1,0.0,27.82,53.71,35.89,8.22,22.19,32.17,0.0,15.09,6.84,9.19,4.27,21.51,20.22,-0.12582779796365084,0.5579716090521076
tRF-32-RKVP4PRL5FZU3,570.59,716.48,778.94,598.67,1580.03,1059.67,692.48,1551.33,1094.45,717.36,565.16,1001.53,819.11,520.46,1084.98,1647.78,405.4,647.3,754.51,800.56,1188.84,358.63,1366.13,296.6,-0.013043621332327782,0.9517641583161227
tRF-32-V47P596VW631M,18.63,17.48,16.31,10.88,5.06,0.0,0.0,19.09,16.34,0.0,9.42,27.82,40.28,8.97,16.44,27.74,12.87,28.14,0.0,27.37,7.35,4.27,32.27,20.22,-0.01627474278940426,0.9398343328875893
tRF-32-XSXMSL73VL4YK,444.83,576.68,579.1,859.91,400.07,814.05,752.87,477.33,947.43,388.99,631.09,505.4,537.12,520.46,600.03,843.31,527.66,495.33,535.7,656.87,413.43,350.1,688.45,572.98,-0.2281669785905947,0.2835678248153958
tRF-33-1HPSR9O9337KR,39.59,43.69,32.63,54.42,58.24,77.19,16.1,33.41,16.34,20.21,75.35,83.46,0.0,13.46,82.2,160.89,45.04,45.03,45.27,61.58,3.67,8.54,150.6,20.22,-0.04354590184856075,0.8398874015566139
tRF-33-2VR008R959KUD4,4.66,17.48,8.16,21.77,12.66,28.07,12.08,9.55,0.0,15.16,9.42,18.55,53.71,22.43,24.66,27.74,19.3,16.89,22.64,6.84,9.19,34.16,43.03,20.22,0.281000481371731,0.18348076684049203
tRF-33-389MV47P596V03,398.25,1459.17,456.76,1240.88,552.0,1249.15,446.89,797.15,1600.84,419.3,1761.41,848.52,671.4,462.13,1035.66,954.27,881.58,990.65,558.34,711.61,224.17,478.18,2667.73,357.27,0.022876979690521826,0.915499477714452
tRF-33-3JVIJMRPFQ5D03,102.47,445.61,85.64,478.94,131.67,336.85,120.78,233.89,522.72,95.99,442.71,185.47,187.99,80.76,304.12,294.05,353.92,258.92,211.26,177.9,42.26,136.62,677.69,148.3,-0.02459046834544175,0.9091949713378615
tRF-33-3JVIJMRPFQRD03,76.85,200.96,73.41,446.28,75.96,245.62,56.36,190.93,294.03,50.52,263.74,97.37,120.85,80.76,147.95,171.99,141.57,230.78,90.54,54.74,27.56,38.43,494.82,101.11,0.020933734490546224,0.9226553032178918
tRF-33-6978WPRLXN480Q,193.3,183.49,289.55,261.24,427.93,442.11,253.64,496.43,343.04,328.37,131.87,185.47,375.99,533.92,337.0,221.92,212.35,270.18,331.99,239.48,295.83,286.05,161.35,121.34,-0.22941679508361976,0.28086658320933405
tRF-33-6978WPRLXN4V05,866.36,908.7,1333.57,1284.42,1187.56,1382.49,1231.97,1226.75,1192.46,1550.92,847.74,542.5,2081.35,1803.65,1405.54,654.67,2554.66,2420.34,1222.31,1368.48,1220.08,1912.72,1183.27,559.5,-0.10646762092101275,0.6204942402854238
tRF-33-6978WPRLXN4V0Q,1225.02,1834.88,1651.67,1817.79,2516.91,2357.94,1799.64,2906.96,2237.9,1727.74,1601.28,1057.17,4202.98,3526.55,2128.87,1908.53,1615.17,1863.1,2240.9,1402.69,1526.94,1968.22,1817.93,1105.51,-0.2057774095003556,0.33471491758708816
tRF-33-6SXMSL73VL4YDN,14872.54,13412.09,22344.48,21160.34,11738.82,8947.56,12468.65,11938.12,15142.61,13372.27,15956.29,15667.45,14435.15,15304.13,16480.22,18791.3,11293.29,10435.6,14735.62,14108.99,13012.95,11403.71,13209.56,14054.79,-0.27231398784561023,0.19797721160408766
tRF-33-79MP909NH57SD3,13.97,0.0,12.23,10.88,2.53,14.04,24.16,9.55,0.0,25.26,9.42,9.27,13.43,17.95,8.22,33.29,12.87,5.63,22.64,6.84,14.7,4.27,0.0,0.0,-0.3321329237217562,0.112819909524566
tRF-33-79MP9P9MH57SD3,81.51,87.38,48.94,32.65,63.3,84.21,24.16,66.83,16.34,90.93,47.1,32.46,80.57,94.22,32.88,105.41,64.35,73.17,83.0,41.05,56.96,81.12,118.33,67.41,0.259276915368611,0.22116334852591044
tRF-33-79MP9P9NH57YD3,20.96,17.48,32.63,10.88,40.51,21.05,4.03,9.55,32.67,60.62,0.0,13.91,40.28,26.92,32.88,27.74,45.04,28.14,15.09,0.0,20.21,21.35,0.0,13.48,-0.2694079708574105,0.20299602839468334
tRF-33-86J8WPMN1E8Y0E,1790.95,3599.86,1741.39,4049.2,1625.61,2891.29,2584.72,2329.39,4328.79,2167.25,4314.04,2341.54,3249.59,2333.08,4890.64,4560.51,4993.5,3551.71,3259.49,2613.79,1175.98,2083.49,3280.88,3350.23,-0.2829598560971349,0.18031474624590665
tRF-33-86V8WPMN1E8Y0E,789.51,1214.51,754.47,1502.12,706.46,1122.83,1159.5,897.39,1600.84,894.18,1516.51,941.25,1181.67,1135.13,1734.33,1891.89,2059.18,1260.83,1365.67,1122.15,582.48,922.2,1064.94,1509.96,-0.26070565444637506,0.2185378314081084
tRF-33-87R8WP9I1EWJDW,752.24,524.25,628.04,751.06,916.62,961.42,744.82,868.75,441.05,687.05,584.0,783.6,563.98,664.03,550.71,882.14,617.75,540.35,784.69,588.44,760.71,580.65,591.63,667.35,-0.028556366251353743,0.8946240840041821
tRF-33-87R8WP9N1EWJDW,395696.61,308023.66,383126.84,340687.93,464430.32,426065.11,408248.55,442311.82,309304.45,424861.2,295445.77,361584.83,359267.37,431548.67,366666.39,326198.52,324294.41,354439.07,417750.65,349878.21,485764.21,406960.06,340070.78,392320.76,0.3099969067748083,0.1404290352215327
tRF-33-897PVP941QKSD3,18.63,87.38,191.68,141.5,164.59,196.5,92.6,85.92,98.01,80.83,160.13,60.28,174.56,89.73,139.73,88.77,83.65,146.35,105.63,130.01,90.04,89.66,279.68,13.48,0.030603309754168168,0.8871161456381367
tRF-33-897PVP9N1QKSD3,53.57,52.43,81.56,87.08,43.05,91.23,40.26,66.83,32.67,35.36,84.77,41.73,67.14,53.84,106.85,49.93,154.44,61.92,143.36,27.37,62.47,81.12,86.06,13.48,-0.10491074389514568,0.6256428145626409
tRF-33-94U47P299DWUDD,16.3,43.69,4.08,0.0,5.06,21.05,12.08,38.19,49.01,5.05,9.42,13.91,0.0,8.97,0.0,33.29,12.87,61.92,22.64,0.0,5.51,17.08,32.27,20.22,0.019809901584151017,0.926796410475384
tRF-33-9LON4VN1EH6KDJ,44.25,227.18,69.33,174.16,43.05,70.18,84.55,42.96,147.02,121.24,216.64,46.37,187.99,67.3,197.27,61.03,199.48,180.12,105.63,68.42,55.12,59.77,96.81,128.08,-0.25636818458805594,0.2265733040581149
tRF-33-9MVH7P59N3Z6DJ,25.62,43.69,8.16,76.19,7.6,21.05,28.18,28.64,49.01,10.1,28.26,51.0,13.43,44.87,106.85,61.03,51.48,45.03,22.64,20.53,12.86,17.08,32.27,20.22,-0.29913780634497417,0.15560887211914964
tRF-33-EH623K7SIR3DDY,16.3,17.48,65.25,43.54,55.71,35.09,36.23,33.41,32.67,65.67,56.52,9.27,40.28,44.87,131.51,49.93,77.22,28.14,15.09,157.37,3.67,4.27,118.33,13.48,-0.16150343251244476,0.4508881862433469
tRF-33-FSXMSL73VL4YDN,177.0,139.8,256.93,217.7,200.04,210.53,181.17,152.75,32.67,151.56,197.81,236.47,201.42,224.33,172.61,194.18,167.31,151.97,188.63,123.16,139.65,89.66,96.81,141.56,-0.4473964932040937,0.028371411610292045
tRF-33-IK9NJ4S2I7L7DV,16.3,17.48,0.0,10.88,25.32,63.16,4.03,0.0,49.01,5.05,65.94,13.91,26.86,8.97,41.1,33.29,19.3,33.77,7.55,6.84,9.19,4.27,107.57,0.0,0.1168931989056156,0.5864707221438465
tRF-33-KY7343RX6NMHD5,41.92,69.9,53.02,54.42,30.39,21.05,32.21,52.51,65.34,70.73,131.87,32.46,53.71,40.38,49.32,27.74,32.17,78.8,30.18,61.58,40.42,42.69,64.54,60.67,-0.0447460699743428,0.8355324088453575
tRF-33-L85DMKYUYRLHDY,4.66,69.9,4.08,21.77,12.66,28.07,16.1,33.41,16.34,5.05,18.84,27.82,80.57,4.49,8.22,44.38,64.35,33.77,30.18,61.58,3.67,4.27,75.3,20.22,-0.06874233909423627,0.7495997318359384
tRF-33-MIF91SS2P4FIDQ,11.64,43.69,24.47,21.77,20.26,35.09,4.03,47.73,32.67,10.1,18.84,37.09,0.0,13.46,24.66,49.93,51.48,22.51,15.09,41.05,1.84,17.08,75.3,20.22,0.047545216424439526,0.8253936917355047
